Id;Produto;DescProduto;Cor;DescCor;Tamanhho;DescTamanho
105922.4096.1;105922;CONJUNTO FEM.;4096;GOIABA;1;1
105922.4096.2;105922;CONJUNTO FEM.;4096;GOIABA;2;2
105922.4096.3;105922;CONJUNTO FEM.;4096;GOIABA;3;3
105922.4096.4;105922;CONJUNTO FEM.;4096;GOIABA;4;4
105922.4096.5;105922;CONJUNTO FEM.;4096;GOIABA;5;6
105922.4096.6;105922;CONJUNTO FEM.;4096;GOIABA;6;8
105922.5343.1;105922;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;1;1
105922.5343.2;105922;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;2;2
105922.5343.3;105922;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;3;3
105922.5343.4;105922;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;4;4
105922.5343.5;105922;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;5;6
105922.5343.6;105922;CONJUNTO FEM.;5343;LILAS 15-3214 KYLY;6;8
105940.0001.1;105940;CONJUNTO MASC.;1;BRANCO;1;1
105940.0001.2;105940;CONJUNTO MASC.;1;BRANCO;2;2
105940.0001.3;105940;CONJUNTO MASC.;1;BRANCO;3;3
105940.0001.4;105940;CONJUNTO MASC.;1;BRANCO;4;4
105940.0001.5;105940;CONJUNTO MASC.;1;BRANCO;5;6
105940.0001.6;105940;CONJUNTO MASC.;1;BRANCO;6;8
105940.1186.1;105940;CONJUNTO MASC.;1186;TURQUESA  18-4535 KYLY;1;1
105940.1186.2;105940;CONJUNTO MASC.;1186;TURQUESA  18-4535 KYLY;2;2
105940.1186.3;105940;CONJUNTO MASC.;1186;TURQUESA  18-4535 KYLY;3;3
105940.1186.4;105940;CONJUNTO MASC.;1186;TURQUESA  18-4535 KYLY;4;4
105940.1186.5;105940;CONJUNTO MASC.;1186;TURQUESA  18-4535 KYLY;5;6
105940.1186.6;105940;CONJUNTO MASC.;1186;TURQUESA  18-4535 KYLY;6;8
105940.7880.1;105940;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;1;1
105940.7880.2;105940;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;2;2
105940.7880.3;105940;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;3;3
105940.7880.4;105940;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;4;4
105940.7880.5;105940;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;5;6
105940.7880.6;105940;CONJUNTO MASC.;7880;VERDE 18-5424 KYLY;6;8
105889.4372.1;105889;CONJUNTO FEM.;4372;VERMELHO;1;P
105889.4372.2;105889;CONJUNTO FEM.;4372;VERMELHO;2;M
105889.4372.3;105889;CONJUNTO FEM.;4372;VERMELHO;3;G
105889.4372.4;105889;CONJUNTO FEM.;4372;VERMELHO;4;GG
105889.4372.5;105889;CONJUNTO FEM.;4372;VERMELHO;5;1
105889.4372.6;105889;CONJUNTO FEM.;4372;VERMELHO;6;2
105889.4372.7;105889;CONJUNTO FEM.;4372;VERMELHO;7;3
105889.4372.8;105889;CONJUNTO FEM.;4372;VERMELHO;8;4
105889.4372.9;105889;CONJUNTO FEM.;4372;VERMELHO;9;6
105889.4372.10;105889;CONJUNTO FEM.;4372;VERMELHO;10;8
105889.5447.1;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;1;P
105889.5447.2;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;2;M
105889.5447.3;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;3;G
105889.5447.4;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;4;GG
105889.5447.5;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;5;1
105889.5447.6;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;6;2
105889.5447.7;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;7;3
105889.5447.8;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;8;4
105889.5447.9;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;9;6
105889.5447.10;105889;CONJUNTO FEM.;5447;AMETISTA 19-3424;10;8
105889.6101.1;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;1;P
105889.6101.2;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;2;M
105889.6101.3;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;3;G
105889.6101.4;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;4;GG
105889.6101.5;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;5;1
105889.6101.6;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;6;2
105889.6101.7;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;7;3
105889.6101.8;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;8;4
105889.6101.9;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;9;6
105889.6101.10;105889;CONJUNTO FEM.;6101;MARINHO 19-4025;10;8
105913.4096.1;105913;VESTIDO;4096;GOIABA;1;1
105913.4096.2;105913;VESTIDO;4096;GOIABA;2;2
105913.4096.3;105913;VESTIDO;4096;GOIABA;3;3
105913.4096.4;105913;VESTIDO;4096;GOIABA;4;4
105913.4096.5;105913;VESTIDO;4096;GOIABA;5;6
105913.4096.6;105913;VESTIDO;4096;GOIABA;6;8
105913.4840.1;105913;VESTIDO;4840;FUSCIA 19-2434;1;1
105913.4840.2;105913;VESTIDO;4840;FUSCIA 19-2434;2;2
105913.4840.3;105913;VESTIDO;4840;FUSCIA 19-2434;3;3
105913.4840.4;105913;VESTIDO;4840;FUSCIA 19-2434;4;4
105913.4840.5;105913;VESTIDO;4840;FUSCIA 19-2434;5;6
105913.4840.6;105913;VESTIDO;4840;FUSCIA 19-2434;6;8
105913.6532.1;105913;VESTIDO;6532;AZUL 19-4049 KYLY;1;1
105913.6532.2;105913;VESTIDO;6532;AZUL 19-4049 KYLY;2;2
105913.6532.3;105913;VESTIDO;6532;AZUL 19-4049 KYLY;3;3
105913.6532.4;105913;VESTIDO;6532;AZUL 19-4049 KYLY;4;4
105913.6532.5;105913;VESTIDO;6532;AZUL 19-4049 KYLY;5;6
105913.6532.6;105913;VESTIDO;6532;AZUL 19-4049 KYLY;6;8
105917.4372.1;105917;VESTIDO;4372;VERMELHO;1;1
105917.4372.2;105917;VESTIDO;4372;VERMELHO;2;2
105917.4372.3;105917;VESTIDO;4372;VERMELHO;3;3
105917.4372.4;105917;VESTIDO;4372;VERMELHO;4;4
105917.4372.5;105917;VESTIDO;4372;VERMELHO;5;6
105917.4372.6;105917;VESTIDO;4372;VERMELHO;6;8
105917.5447.1;105917;VESTIDO;5447;AMETISTA 19-3424;1;1
105917.5447.2;105917;VESTIDO;5447;AMETISTA 19-3424;2;2
105917.5447.3;105917;VESTIDO;5447;AMETISTA 19-3424;3;3
105917.5447.4;105917;VESTIDO;5447;AMETISTA 19-3424;4;4
105917.5447.5;105917;VESTIDO;5447;AMETISTA 19-3424;5;6
105917.5447.6;105917;VESTIDO;5447;AMETISTA 19-3424;6;8
105917.6101.1;105917;VESTIDO;6101;MARINHO 19-4025;1;1
105917.6101.2;105917;VESTIDO;6101;MARINHO 19-4025;2;2
105917.6101.3;105917;VESTIDO;6101;MARINHO 19-4025;3;3
105917.6101.4;105917;VESTIDO;6101;MARINHO 19-4025;4;4
105917.6101.5;105917;VESTIDO;6101;MARINHO 19-4025;5;6
105917.6101.6;105917;VESTIDO;6101;MARINHO 19-4025;6;8
105924.4372.1;105924;CONJUNTO FEM.;4372;VERMELHO;1;1
105924.4372.2;105924;CONJUNTO FEM.;4372;VERMELHO;2;2
105924.4372.3;105924;CONJUNTO FEM.;4372;VERMELHO;3;3
105924.4372.4;105924;CONJUNTO FEM.;4372;VERMELHO;4;4
105924.4372.5;105924;CONJUNTO FEM.;4372;VERMELHO;5;6
105924.4372.6;105924;CONJUNTO FEM.;4372;VERMELHO;6;8
105924.5447.1;105924;CONJUNTO FEM.;5447;AMETISTA 19-3424;1;1
105924.5447.2;105924;CONJUNTO FEM.;5447;AMETISTA 19-3424;2;2
105924.5447.3;105924;CONJUNTO FEM.;5447;AMETISTA 19-3424;3;3
105924.5447.4;105924;CONJUNTO FEM.;5447;AMETISTA 19-3424;4;4
105924.5447.5;105924;CONJUNTO FEM.;5447;AMETISTA 19-3424;5;6
105924.5447.6;105924;CONJUNTO FEM.;5447;AMETISTA 19-3424;6;8
105924.9010.1;105924;CONJUNTO FEM.;9010;PRETO;1;1
105924.9010.2;105924;CONJUNTO FEM.;9010;PRETO;2;2
105924.9010.3;105924;CONJUNTO FEM.;9010;PRETO;3;3
105924.9010.4;105924;CONJUNTO FEM.;9010;PRETO;4;4
105924.9010.5;105924;CONJUNTO FEM.;9010;PRETO;5;6
105924.9010.6;105924;CONJUNTO FEM.;9010;PRETO;6;8
105939.0001.1;105939;CONJUNTO MASC.;1;BRANCO;1;1
105939.0001.2;105939;CONJUNTO MASC.;1;BRANCO;2;2
105939.0001.3;105939;CONJUNTO MASC.;1;BRANCO;3;3
105939.0001.4;105939;CONJUNTO MASC.;1;BRANCO;4;4
105939.0001.5;105939;CONJUNTO MASC.;1;BRANCO;5;6
105939.0001.6;105939;CONJUNTO MASC.;1;BRANCO;6;8
105939.4372.1;105939;CONJUNTO MASC.;4372;VERMELHO;1;1
105939.4372.2;105939;CONJUNTO MASC.;4372;VERMELHO;2;2
105939.4372.3;105939;CONJUNTO MASC.;4372;VERMELHO;3;3
105939.4372.4;105939;CONJUNTO MASC.;4372;VERMELHO;4;4
105939.4372.5;105939;CONJUNTO MASC.;4372;VERMELHO;5;6
105939.4372.6;105939;CONJUNTO MASC.;4372;VERMELHO;6;8
105939.6101.1;105939;CONJUNTO MASC.;6101;MARINHO 19-4025;1;1
105939.6101.2;105939;CONJUNTO MASC.;6101;MARINHO 19-4025;2;2
105939.6101.3;105939;CONJUNTO MASC.;6101;MARINHO 19-4025;3;3
105939.6101.4;105939;CONJUNTO MASC.;6101;MARINHO 19-4025;4;4
105939.6101.5;105939;CONJUNTO MASC.;6101;MARINHO 19-4025;5;6
105939.6101.6;105939;CONJUNTO MASC.;6101;MARINHO 19-4025;6;8
105941.4372.1;105941;CONJUNTO MASC.;4372;TING.0030 AMACIAR;1;1
105941.4372.2;105941;CONJUNTO MASC.;4372;TING.0030 AMACIAR;2;2
105941.4372.3;105941;CONJUNTO MASC.;4372;TING.0030 AMACIAR;3;3
105941.4372.4;105941;CONJUNTO MASC.;4372;TING.0030 AMACIAR;4;4
105941.4372.5;105941;CONJUNTO MASC.;4372;TING.0030 AMACIAR;5;6
105941.4372.6;105941;CONJUNTO MASC.;4372;TING.0030 AMACIAR;6;8
105941.6101.1;105941;CONJUNTO MASC.;6101;TING.0001 BRANCO;1;1
105941.6101.2;105941;CONJUNTO MASC.;6101;TING.0001 BRANCO;2;2
105941.6101.3;105941;CONJUNTO MASC.;6101;TING.0001 BRANCO;3;3
105941.6101.4;105941;CONJUNTO MASC.;6101;TING.0001 BRANCO;4;4
105941.6101.5;105941;CONJUNTO MASC.;6101;TING.0001 BRANCO;5;6
105941.6101.6;105941;CONJUNTO MASC.;6101;TING.0001 BRANCO;6;8
105941.7880.1;105941;CONJUNTO MASC.;7880;TING.0030 AMACIAR;1;1
105941.7880.2;105941;CONJUNTO MASC.;7880;TING.0030 AMACIAR;2;2
105941.7880.3;105941;CONJUNTO MASC.;7880;TING.0030 AMACIAR;3;3
105941.7880.4;105941;CONJUNTO MASC.;7880;TING.0030 AMACIAR;4;4
105941.7880.5;105941;CONJUNTO MASC.;7880;TING.0030 AMACIAR;5;6
105941.7880.6;105941;CONJUNTO MASC.;7880;TING.0030 AMACIAR;6;8
105944.0001.1;105944;CONJUNTO MASC.;1;BRANCO;1;1
105944.0001.2;105944;CONJUNTO MASC.;1;BRANCO;2;2
105944.0001.3;105944;CONJUNTO MASC.;1;BRANCO;3;3
105944.0001.4;105944;CONJUNTO MASC.;1;BRANCO;4;4
105944.0001.5;105944;CONJUNTO MASC.;1;BRANCO;5;6
105944.0001.6;105944;CONJUNTO MASC.;1;BRANCO;6;8
105944.0020.1;105944;CONJUNTO MASC.;20;MESCLA;1;1
105944.0020.2;105944;CONJUNTO MASC.;20;MESCLA;2;2
105944.0020.3;105944;CONJUNTO MASC.;20;MESCLA;3;3
105944.0020.4;105944;CONJUNTO MASC.;20;MESCLA;4;4
105944.0020.5;105944;CONJUNTO MASC.;20;MESCLA;5;6
105944.0020.6;105944;CONJUNTO MASC.;20;MESCLA;6;8
105944.6058.1;105944;CONJUNTO MASC.;6058;AZUL CLARO;1;1
105944.6058.2;105944;CONJUNTO MASC.;6058;AZUL CLARO;2;2
105944.6058.3;105944;CONJUNTO MASC.;6058;AZUL CLARO;3;3
105944.6058.4;105944;CONJUNTO MASC.;6058;AZUL CLARO;4;4
105944.6058.5;105944;CONJUNTO MASC.;6058;AZUL CLARO;5;6
105944.6058.6;105944;CONJUNTO MASC.;6058;AZUL CLARO;6;8
105950.4372.1;105950;BLUSA FEM.;4372;VERMELHO;1;4
105950.4372.2;105950;BLUSA FEM.;4372;VERMELHO;2;6
105950.4372.3;105950;BLUSA FEM.;4372;VERMELHO;3;8
105950.4372.4;105950;BLUSA FEM.;4372;VERMELHO;4;10
105950.4372.5;105950;BLUSA FEM.;4372;VERMELHO;5;12
105950.4372.6;105950;BLUSA FEM.;4372;VERMELHO;6;14
105950.4372.7;105950;BLUSA FEM.;4372;VERMELHO;7;16
105950.5447.1;105950;BLUSA FEM.;5447;AMETISTA 19-3424;1;4
105950.5447.2;105950;BLUSA FEM.;5447;AMETISTA 19-3424;2;6
105950.5447.3;105950;BLUSA FEM.;5447;AMETISTA 19-3424;3;8
105950.5447.4;105950;BLUSA FEM.;5447;AMETISTA 19-3424;4;10
105950.5447.5;105950;BLUSA FEM.;5447;AMETISTA 19-3424;5;12
105950.5447.6;105950;BLUSA FEM.;5447;AMETISTA 19-3424;6;14
105950.5447.7;105950;BLUSA FEM.;5447;AMETISTA 19-3424;7;16
105950.9010.1;105950;BLUSA FEM.;9010;PRETO;1;4
105950.9010.2;105950;BLUSA FEM.;9010;PRETO;2;6
105950.9010.3;105950;BLUSA FEM.;9010;PRETO;3;8
105950.9010.4;105950;BLUSA FEM.;9010;PRETO;4;10
105950.9010.5;105950;BLUSA FEM.;9010;PRETO;5;12
105950.9010.6;105950;BLUSA FEM.;9010;PRETO;6;14
105950.9010.7;105950;BLUSA FEM.;9010;PRETO;7;16
105958.4693.1;105958;VESTIDO;4693;PINK 17-2031 KYLY;1;4
105958.4693.2;105958;VESTIDO;4693;PINK 17-2031 KYLY;2;6
105958.4693.3;105958;VESTIDO;4693;PINK 17-2031 KYLY;3;8
105958.4693.4;105958;VESTIDO;4693;PINK 17-2031 KYLY;4;10
105958.4693.5;105958;VESTIDO;4693;PINK 17-2031 KYLY;5;12
105958.4693.6;105958;VESTIDO;4693;PINK 17-2031 KYLY;6;14
105958.4693.7;105958;VESTIDO;4693;PINK 17-2031 KYLY;7;16
105958.5448.1;105958;VESTIDO;5448;ROXO CLARO 17-3014;1;4
105958.5448.2;105958;VESTIDO;5448;ROXO CLARO 17-3014;2;6
105958.5448.3;105958;VESTIDO;5448;ROXO CLARO 17-3014;3;8
105958.5448.4;105958;VESTIDO;5448;ROXO CLARO 17-3014;4;10
105958.5448.5;105958;VESTIDO;5448;ROXO CLARO 17-3014;5;12
105958.5448.6;105958;VESTIDO;5448;ROXO CLARO 17-3014;6;14
105958.5448.7;105958;VESTIDO;5448;ROXO CLARO 17-3014;7;16
105958.7125.1;105958;VESTIDO;7125;VERDE JADE (17-5126);1;4
105958.7125.2;105958;VESTIDO;7125;VERDE JADE (17-5126);2;6
105958.7125.3;105958;VESTIDO;7125;VERDE JADE (17-5126);3;8
105958.7125.4;105958;VESTIDO;7125;VERDE JADE (17-5126);4;10
105958.7125.5;105958;VESTIDO;7125;VERDE JADE (17-5126);5;12
105958.7125.6;105958;VESTIDO;7125;VERDE JADE (17-5126);6;14
105958.7125.7;105958;VESTIDO;7125;VERDE JADE (17-5126);7;16
105971.0001.1;105971;CONJUNTO FEM.;1;BRANCO;1;4
105971.0001.2;105971;CONJUNTO FEM.;1;BRANCO;2;6
105971.0001.3;105971;CONJUNTO FEM.;1;BRANCO;3;8
105971.0001.4;105971;CONJUNTO FEM.;1;BRANCO;4;10
105971.0001.5;105971;CONJUNTO FEM.;1;BRANCO;5;12
105971.0001.6;105971;CONJUNTO FEM.;1;BRANCO;6;14
105971.0001.7;105971;CONJUNTO FEM.;1;BRANCO;7;16
105971.0020.1;105971;CONJUNTO FEM.;20;MESCLA;1;4
105971.0020.2;105971;CONJUNTO FEM.;20;MESCLA;2;6
105971.0020.3;105971;CONJUNTO FEM.;20;MESCLA;3;8
105971.0020.4;105971;CONJUNTO FEM.;20;MESCLA;4;10
105971.0020.5;105971;CONJUNTO FEM.;20;MESCLA;5;12
105971.0020.6;105971;CONJUNTO FEM.;20;MESCLA;6;14
105971.0020.7;105971;CONJUNTO FEM.;20;MESCLA;7;16
105971.4842.1;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;1;4
105971.4842.2;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;2;6
105971.4842.3;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;3;8
105971.4842.4;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;4;10
105971.4842.5;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;5;12
105971.4842.6;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;6;14
105971.4842.7;105971;CONJUNTO FEM.;4842;MELANCIA 17-1929;7;16
105982.0001.1;105982;CAMISA MASC.;1;BRANCO;1;4
105982.0001.2;105982;CAMISA MASC.;1;BRANCO;2;6
105982.0001.3;105982;CAMISA MASC.;1;BRANCO;3;8
105982.0001.4;105982;CAMISA MASC.;1;BRANCO;4;10
105982.0001.5;105982;CAMISA MASC.;1;BRANCO;5;12
105982.0001.6;105982;CAMISA MASC.;1;BRANCO;6;14
105982.0001.7;105982;CAMISA MASC.;1;BRANCO;7;16
105982.0102.1;105982;CAMISA MASC.;102;CINZA CLARO;1;4
105982.0102.2;105982;CAMISA MASC.;102;CINZA CLARO;2;6
105982.0102.3;105982;CAMISA MASC.;102;CINZA CLARO;3;8
105982.0102.4;105982;CAMISA MASC.;102;CINZA CLARO;4;10
105982.0102.5;105982;CAMISA MASC.;102;CINZA CLARO;5;12
105982.0102.6;105982;CAMISA MASC.;102;CINZA CLARO;6;14
105982.0102.7;105982;CAMISA MASC.;102;CINZA CLARO;7;16
105982.6101.1;105982;CAMISA MASC.;6101;MARINHO 19-4025;1;4
105982.6101.2;105982;CAMISA MASC.;6101;MARINHO 19-4025;2;6
105982.6101.3;105982;CAMISA MASC.;6101;MARINHO 19-4025;3;8
105982.6101.4;105982;CAMISA MASC.;6101;MARINHO 19-4025;4;10
105982.6101.5;105982;CAMISA MASC.;6101;MARINHO 19-4025;5;12
105982.6101.6;105982;CAMISA MASC.;6101;MARINHO 19-4025;6;14
105982.6101.7;105982;CAMISA MASC.;6101;MARINHO 19-4025;7;16
106012.0106.1;106012;PIJAMA MASC.;106;CINZA 18-5203;1;P
106012.0106.2;106012;PIJAMA MASC.;106;CINZA 18-5203;2;M
106012.0106.3;106012;PIJAMA MASC.;106;CINZA 18-5203;3;G
106012.0106.4;106012;PIJAMA MASC.;106;CINZA 18-5203;4;GG
106012.0106.5;106012;PIJAMA MASC.;106;CINZA 18-5203;5;1
106012.0106.6;106012;PIJAMA MASC.;106;CINZA 18-5203;6;2
106012.0106.7;106012;PIJAMA MASC.;106;CINZA 18-5203;7;3
106012.0106.8;106012;PIJAMA MASC.;106;CINZA 18-5203;8;4
106012.0106.9;106012;PIJAMA MASC.;106;CINZA 18-5203;9;6
106012.0106.10;106012;PIJAMA MASC.;106;CINZA 18-5203;10;8
106012.6042.1;106012;PIJAMA MASC.;6042;PETROLEO;1;P
106012.6042.2;106012;PIJAMA MASC.;6042;PETROLEO;2;M
106012.6042.3;106012;PIJAMA MASC.;6042;PETROLEO;3;G
106012.6042.4;106012;PIJAMA MASC.;6042;PETROLEO;4;GG
106012.6042.5;106012;PIJAMA MASC.;6042;PETROLEO;5;1
106012.6042.6;106012;PIJAMA MASC.;6042;PETROLEO;6;2
106012.6042.7;106012;PIJAMA MASC.;6042;PETROLEO;7;3
106012.6042.8;106012;PIJAMA MASC.;6042;PETROLEO;8;4
106012.6042.9;106012;PIJAMA MASC.;6042;PETROLEO;9;6
106012.6042.10;106012;PIJAMA MASC.;6042;PETROLEO;10;8
106015.4372.1;106015;CAMISOLA;4372;VERMELHO;1;4
106015.4372.2;106015;CAMISOLA;4372;VERMELHO;2;6
106015.4372.3;106015;CAMISOLA;4372;VERMELHO;3;8
106015.4372.4;106015;CAMISOLA;4372;VERMELHO;4;10
106015.4372.5;106015;CAMISOLA;4372;VERMELHO;5;12
106015.4372.6;106015;CAMISOLA;4372;VERMELHO;6;14
106015.4372.7;106015;CAMISOLA;4372;VERMELHO;7;16
106015.5447.1;106015;CAMISOLA;5447;AMETISTA 19-3424;1;4
106015.5447.2;106015;CAMISOLA;5447;AMETISTA 19-3424;2;6
106015.5447.3;106015;CAMISOLA;5447;AMETISTA 19-3424;3;8
106015.5447.4;106015;CAMISOLA;5447;AMETISTA 19-3424;4;10
106015.5447.5;106015;CAMISOLA;5447;AMETISTA 19-3424;5;12
106015.5447.6;106015;CAMISOLA;5447;AMETISTA 19-3424;6;14
106015.5447.7;106015;CAMISOLA;5447;AMETISTA 19-3424;7;16
702811.UNICA.1;702811;KIT CUECAS (BOXER);UNICA;COR UNICA;1;12A24 M
702811.UNICA.2;702811;KIT CUECAS (BOXER);UNICA;COR UNICA;2;3A4 A
702811.UNICA.3;702811;KIT CUECAS (BOXER);UNICA;COR UNICA;3;6A8 A
702811.UNICA.4;702811;KIT CUECAS (BOXER);UNICA;COR UNICA;4;10A12 A
702811.UNICA.5;702811;KIT CUECAS (BOXER);UNICA;COR UNICA;5;14A16 A
105841a.0020.1;105841a;LEGGING;20;MESCLA;1;1
105841a.0020.2;105841a;LEGGING;20;MESCLA;2;2
105841a.0020.3;105841a;LEGGING;20;MESCLA;3;3
105841a.0020.4;105841a;LEGGING;20;MESCLA;4;4
105841a.0020.5;105841a;LEGGING;20;MESCLA;5;6
105841a.0020.6;105841a;LEGGING;20;MESCLA;6;8
105841a.0020.7;105841a;LEGGING;20;MESCLA;7;10
105841a.0020.8;105841a;LEGGING;20;MESCLA;8;12
105841a.0020.9;105841a;LEGGING;20;MESCLA;9;14
105841a.0020.10;105841a;LEGGING;20;MESCLA;10;16
702833.4527.1;702833;TIARA;4527;ROSA (KYLY) (15-1922);1;U
702833.4792.1;702833;TIARA;4792;BLUSCH KYLY;1;U
702834.4372.1;702834;TIARA;4372;VERMELHO;1;U
702834.6101.1;702834;TIARA;6101;MARINHO 19-4025;1;U
702835.4591.1;702835;TIARA;4591;ROSA 14-2304 KYLY;1;U
702835.9010.1;702835;TIARA;9010;PRETO;1;U
702851.4693.1;702851;CINTO FEM.;4693;PINK 17-2031 KYLY;1;12A24M
702851.4693.2;702851;CINTO FEM.;4693;PINK 17-2031 KYLY;2;3A6A
702851.4693.3;702851;CINTO FEM.;4693;PINK 17-2031 KYLY;3;8A12A
702851.4693.4;702851;CINTO FEM.;4693;PINK 17-2031 KYLY;4;14A16A
702851.8430.1;702851;CINTO FEM.;8430;AREIA 15-1305 KYLY;1;12A24M
702851.8430.2;702851;CINTO FEM.;8430;AREIA 15-1305 KYLY;2;3A6A
702851.8430.3;702851;CINTO FEM.;8430;AREIA 15-1305 KYLY;3;8A12A
702851.8430.4;702851;CINTO FEM.;8430;AREIA 15-1305 KYLY;4;14A16A
205796.0001.1;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;1;P
205796.0001.2;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;2;M
205796.0001.3;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;3;G
205796.0001.4;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;4;GG
205796.0001.5;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;5;1
205796.0001.6;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;6;2
205796.0001.7;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;7;3
205796.0001.8;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;8;4
205796.0001.9;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;9;6
205796.0001.10;205796;VESTIDO C/ MEIA 7/8;1;BRANCO;10;8
205796.4372.1;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;1;P
205796.4372.2;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;2;M
205796.4372.3;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;3;G
205796.4372.4;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;4;GG
205796.4372.5;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;5;1
205796.4372.6;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;6;2
205796.4372.7;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;7;3
205796.4372.8;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;8;4
205796.4372.9;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;9;6
205796.4372.10;205796;VESTIDO C/ MEIA 7/8;4372;VERMELHO;10;8
205796.5459.1;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;1;P
205796.5459.2;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;2;M
205796.5459.3;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;3;G
205796.5459.4;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;4;GG
205796.5459.5;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;5;1
205796.5459.6;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;6;2
205796.5459.7;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;7;3
205796.5459.8;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;8;4
205796.5459.9;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;9;6
205796.5459.10;205796;VESTIDO C/ MEIA 7/8;5459;LILAS 17-3612;10;8
205857.0001.1;205857;JAQUETA MASC.;1;BRANCO;1;1
205857.0001.2;205857;JAQUETA MASC.;1;BRANCO;2;2
205857.0001.3;205857;JAQUETA MASC.;1;BRANCO;3;3
205857.0001.4;205857;JAQUETA MASC.;1;BRANCO;4;4
205857.0001.5;205857;JAQUETA MASC.;1;BRANCO;5;6
205857.0001.6;205857;JAQUETA MASC.;1;BRANCO;6;8
205857.0020.1;205857;JAQUETA MASC.;20;MESCLA;1;1
205857.0020.2;205857;JAQUETA MASC.;20;MESCLA;2;2
205857.0020.3;205857;JAQUETA MASC.;20;MESCLA;3;3
205857.0020.4;205857;JAQUETA MASC.;20;MESCLA;4;4
205857.0020.5;205857;JAQUETA MASC.;20;MESCLA;5;6
205857.0020.6;205857;JAQUETA MASC.;20;MESCLA;6;8
205857.6101.1;205857;JAQUETA MASC.;6101;MARINHO 19-4025;1;1
205857.6101.2;205857;JAQUETA MASC.;6101;MARINHO 19-4025;2;2
205857.6101.3;205857;JAQUETA MASC.;6101;MARINHO 19-4025;3;3
205857.6101.4;205857;JAQUETA MASC.;6101;MARINHO 19-4025;4;4
205857.6101.5;205857;JAQUETA MASC.;6101;MARINHO 19-4025;5;6
205857.6101.6;205857;JAQUETA MASC.;6101;MARINHO 19-4025;6;8
205858.4372.1;205858;JAQUETA MASCULINA;4372;VERMELHO;1;1
